image_id,angle,speed
257,0.625,0
258,0.75,1
259,0.125,1
26,0.75,1
260,0.4375,0
261,0.75,1
262,0.75,0
263,0.625,1
264,0.75,0
265,0.5625,0
266,0.6875,0
267,0.6875,0
268,0.75,1
269,0.75,0
27,0.6875,0
270,0.1875,0
271,0.75,1
272,0.1875,1
273,0.75,0
274,0.75,0
275,0.4375,1
276,0.125,1
277,0.75,0
278,0.625,1
279,0.75,0
28,0.6875,0
280,0.5,1
281,0.5625,0
282,0.75,0
283,0.125,1
284,0.6875,0
285,0.5,0
286,0.625,0
287,0.5625,0
288,0.5625,0
289,0.4375,0
29,0.625,0
290,0.625,1
291,0.625,0
292,0.75,1
293,0.4375,1
294,0.75,0
295,0.75,0
296,0.4375,1
297,0.4375,0
298,0.5,0
299,0.4375,1
3,0.125,1
30,0.75,1
300,0.5,0
301,0.625,0
302,0.4375,1
303,0.8125,0
304,0.6875,0
305,0.25,1
306,0.6875,0
307,0.75,1
308,0.75,0
309,0.5,0
31,0.4375,1
310,0.625,1
311,0.75,1
312,0.75,1
313,0.75,1
314,0.75,1
315,0.125,1
316,0.4375,0
317,0.75,1
318,0.125,1
319,0.4375,1
32,0.75,1
320,0.5,0
321,0.125,0
322,0.5,0
323,0.75,1
324,0.75,0
325,0.75,0
326,0.75,0
327,0.1875,1
328,0.75,0
329,0.75,1
33,0.6875,0
330,0.75,1
331,0.75,1
332,0.5625,0
333,0.75,0
334,0.625,0
335,0.75,0
336,0.75,1
337,0.4375,1
338,0.75,0
339,0.75,1
34,0.75,1
340,0.5,0
341,0.3125,0
342,0.75,1
343,0.5,1
344,0.6875,0
345,0.4375,0
346,0.75,0
347,0.625,0
348,0.6875,1
349,0.75,1
35,0.625,0
350,0.5,0
351,0.5625,0
352,0.4375,0
353,0.4375,1
354,0.5,0
355,0.625,0
356,0.5,0
357,0.5,1
358,0.4375,1
359,0.75,0
36,0.625,1
360,0.75,0
361,0.75,1
362,0.625,0
363,0.5,1
364,0.125,0
365,0.6875,1
366,0.4375,1
367,0.6875,1
368,0.6875,1
369,0.5,0
37,0.5,1
370,0.4375,0
371,0.4375,0
372,0.625,0
373,0.5,0
374,0.5,0
375,0.5,1
376,0.125,1
377,0.75,1
378,0.4375,0
379,0.6875,0
38,0.75,1
380,0.625,0
381,0.1875,0
382,0.75,1
383,0.625,1
384,0.5,1
385,0.75,0
386,0.75,0
387,0.5625,0
388,0.125,1
389,0.5,0
39,0.625,0
390,0.625,1
391,0.125,1
392,0.625,0
393,0.5625,0
394,0.4375,0
395,0.1875,0
396,0.1875,1
397,0.75,1
398,0.75,0
399,0.5625,0
4,0.125,1
40,0.6875,1
400,0.75,1
401,0.25,0
402,0.5625,1
403,0.125,1
404,0.3125,0
405,0.4375,1
406,0.625,1
407,0.625,0
408,0.6875,0
409,0.125,1
41,0.8125,1
410,0.75,0
411,0.75,1
412,0.125,0
413,0.75,0
414,0.75,0
415,0.5625,0
416,0.8125,1
417,0.75,1
418,0.6875,0
419,0.75,0
42,0.625,0
420,0.4375,1
421,0.75,0
422,0.6875,0
423,0.75,1
424,0.4375,1
425,0.3125,0
426,0.4375,1
427,0.5,0
428,0.4375,0
429,0.75,1
43,0.1875,1
430,0.4375,0
431,0.75,0
432,0.125,1
433,0.6875,0
434,0.6875,0
435,0.5,0
436,0.625,0
437,0.5,1
438,0.4375,0
439,0.75,1
44,0.4375,0
440,0.125,1
441,0.4375,0
442,0.125,1
443,0.125,0
444,0.75,0
445,0.5625,1
446,0.75,1
447,0.5625,1
448,0.5,0
449,0.75,1
45,0.125,1
450,0.75,1
451,0.75,0
452,0.75,1
453,0.5,1
454,0.625,1
455,0.75,1
456,0.6875,1
457,0.5,0
458,0.4375,1
459,0.625,0
46,0.6875,0
460,0.125,1
461,0.75,0
462,0.6875,0
463,0.125,1
464,0.625,0
465,0.75,0
466,0.75,0
467,0.6875,0
468,0.5,0
469,0.75,0
47,0.75,0
470,0.5625,0
471,0.6875,0
472,0.5,1
473,0.1875,1
474,0.5,0
475,0.8125,1
476,0.125,1
477,0.5,1
478,0.4375,1
479,0.75,1
48,0.6875,0
480,0.5,0
481,0.625,0
482,0.625,0
483,0.6875,0
484,0.5,1
485,0.8125,1
486,0.5,1
487,0.4375,1
488,0.6875,0
489,0.1875,1
49,0.75,1
490,0.5,0
491,0.125,1
492,0.6875,0
493,0.75,1
494,0.75,1
495,0.5625,1
496,0.125,1
497,0.75,0
498,0.125,1
499,0.625,0
5,0.125,1
50,0.8125,1
500,0.4375,0
501,0.75,0
502,0.6875,1
503,0.5,0
504,0.25,0
505,0.75,1
506,0.6875,0
507,0.125,1
508,0.4375,0
509,0.5,1
51,0.625,1
510,0.5625,1
511,0.6875,0
512,0.625,1
513,0.75,0
514,0.6875,0
515,0.4375,1
516,0.5,0
517,0.75,1
518,0.125,1
519,0.625,1
52,0.5,1
520,0.625,0
521,0.75,0
522,0.3125,1
523,0.625,1
524,0.4375,0
525,0.625,0
526,0.4375,0
527,0.75,1
528,0.4375,1
529,0.5,1
53,0.75,0
530,0.625,0
531,0.75,0
532,0.3125,0
533,0.75,0
534,0.6875,0
535,0.5625,1
536,0.4375,1
537,0.75,1
538,0.75,1
539,0.5,0
54,0.8125,1
540,0.1875,1
541,0.125,1
542,0.6875,0
543,0.8125,1
544,0.625,1
545,0.4375,0
546,0.75,1
547,0.4375,0
548,0.4375,0
549,0.6875,0
55,0.75,0
550,0.4375,0
551,0.4375,1
552,0.125,1
553,0.1875,0
554,0.75,1
555,0.125,1
556,0.75,0
557,0.125,1
558,0.5,0
559,0.75,1
56,0.75,0
560,0.4375,0
561,0.4375,0
562,0.75,0
563,0.75,1
564,0.75,0
565,0.75,1
566,0.4375,1
567,0.5625,0
568,0.75,0
569,0.4375,1
57,0.5625,0
570,0.5,0
571,0.5,0
572,0.5,0
573,0.8125,0
574,0.75,1
575,0.3125,1
576,0.75,0
577,0.75,1
578,0.75,0
579,0.4375,1
58,0.75,0
580,0.4375,1
581,0.4375,0
582,0.4375,1
583,0.125,1
584,0.625,1
585,0.625,0
586,0.5,1
587,0.75,0
588,0.4375,1
589,0.4375,1
59,0.125,1
590,0.4375,0
591,0.75,1
592,0.625,1
593,0.5,0
594,0.75,0
595,0.125,1
596,0.125,1
597,0.75,0
598,0.5,1
599,0.75,1
6,0.625,1
60,0.75,1
600,0.5,0
601,0.75,0
602,0.5625,1
603,0.25,1
604,0.625,1
605,0.5,0
606,0.125,1
607,0.8125,1
608,0.5625,0
609,0.1875,1
61,0.75,0
610,0.75,1
611,0.125,1
612,0.75,1
613,0.6875,0
614,0.5625,0
615,0.625,1
616,0.75,1
617,0.75,0
618,0.75,0
619,0.4375,0
62,0.4375,1
620,0.4375,0
621,0.75,1
622,0.4375,0
623,0.5625,0
624,0.75,1
625,0.125,0
626,0.5625,1
627,0.125,1
628,0.75,1
629,0.6875,0
63,0.75,1
630,0.5,1
631,0.75,1
632,0.4375,1
633,0.75,1
634,0.125,1
635,0.25,0
636,0.5,0
637,0.6875,0
638,0.4375,0
639,0.5,0
64,0.75,0
640,0.75,0
641,0.75,1
642,0.6875,1
643,0.625,0
644,0.75,1
645,0.6875,0
646,0.6875,0
647,0.625,0
648,0.4375,0
649,0.5,0
65,0.75,1
650,0.5,0
651,0.6875,0
652,0.625,0
653,0.4375,1
654,0.6875,0
655,0.5,1
656,0.5625,0
657,0.4375,1
658,0.5,1
659,0.75,0
66,0.75,0
660,0.75,0
661,0.75,1
662,0.5,1
663,0.75,0
664,0.6875,1
665,0.5,0
666,0.5,0
667,0.125,1
668,0.4375,1
669,0.4375,0
67,0.6875,0
670,0.5,0
671,0.125,1
672,0.75,0
673,0.75,0
674,0.6875,0
675,0.4375,1
676,0.125,1
677,0.3125,1
678,0.75,0
679,0.5625,0
68,0.6875,0
680,0.5625,1
681,0.75,0
682,0.75,0
683,0.125,1
684,0.5,0
685,0.6875,0
686,0.625,0
687,0.8125,0
688,0.4375,1
689,0.75,0
69,0.4375,0
690,0.4375,0
691,0.75,1
692,0.4375,1
693,0.6875,1
694,0.125,0
695,0.1875,1
696,0.6875,1
697,0.4375,0
698,0.625,1
699,0.5,0
7,0.625,1
70,0.625,0
700,0.4375,1
701,0.75,0
702,0.1875,1
703,0.125,1
704,0.3125,1
705,0.75,1
706,0.625,1
707,0.5,0
708,0.75,1
709,0.125,1
71,0.4375,1
710,0.75,0
711,0.125,1
712,0.125,1
713,0.4375,1
714,0.4375,0
715,0.4375,1
716,0.5625,0
717,0.1875,1
718,0.625,0
719,0.125,1
72,0.6875,0
720,0.625,0
721,0.75,0
722,0.125,1
723,0.75,0
724,0.625,0
725,0.75,1
726,0.625,0
727,0.75,1
728,0.75,0
729,0.125,1
73,0.75,0
730,0.4375,0
731,0.5,0
732,0.5,0
733,0.75,1
734,0.5,0
735,0.125,1
736,0.4375,0
737,0.6875,0
738,0.8125,1
739,0.75,0
74,0.75,0
740,0.4375,1
741,0.6875,1
742,0.625,0
743,0.75,1
744,0.6875,0
745,0.75,0
746,0.6875,0
747,0.5625,0
748,0.75,0
749,0.1875,1
75,0.75,0
750,0.625,0
751,0.5,0
752,0.125,1
753,0.75,0
754,0.4375,0
755,0.75,0
756,0.75,1
757,0.125,1
758,0.4375,0
759,0.75,1
76,0.75,1
760,0.5625,0
761,0.625,1
762,0.5,0
763,0.75,0
764,0.3125,0
765,0.75,1
766,0.75,1
767,0.75,0
768,0.4375,1
769,0.5,1
77,0.8125,1
770,0.5,0
771,0.8125,1
772,0.125,1
773,0.75,1
774,0.4375,1
775,0.75,0
776,0.75,0
777,0.125,0
778,0.4375,0
779,0.125,1
78,0.1875,1
780,0.75,0
781,0.4375,1
782,0.4375,1
783,0.75,1
784,0.4375,0
785,0.125,1
786,0.75,0
787,0.5,1
788,0.75,1
789,0.75,0
79,0.5625,1
790,0.75,1
791,0.4375,0
792,0.4375,1
793,0.75,1
794,0.25,1
795,0.5625,0
796,0.4375,0
797,0.75,0
798,0.75,0
799,0.5,1
8,0.75,1
80,0.75,1
800,0.75,0
801,0.5625,0
802,0.75,1
803,0.75,0
804,0.125,1
805,0.625,0
806,0.625,0
807,0.75,0
808,0.5625,0
809,0.75,0
81,0.75,1
810,0.75,1
811,0.75,1
812,0.75,0
813,0.75,1
814,0.75,1
815,0.125,1
816,0.125,1
817,0.75,0
818,0.75,0
819,0.75,0
82,0.75,1
820,0.625,1
821,0.4375,1
822,0.75,1
823,0.4375,0
824,0.5,0
825,0.75,0
826,0.5625,1
827,0.75,0
828,0.75,1
829,0.4375,1
83,0.75,0
830,0.75,1
831,0.5,0
832,0.1875,1
833,0.4375,1
834,0.75,1
835,0.75,0
836,0.4375,1
837,0.5625,0
838,0.4375,0
839,0.75,0
84,0.1875,1
840,0.4375,1
841,0.5625,0
842,0.75,1
843,0.5,0
844,0.5625,0
845,0.75,0
846,0.1875,1
847,0.75,1
848,0.4375,0
849,0.75,1
85,0.4375,1
850,0.5,0
851,0.75,0
852,0.5,0
853,0.5625,1
854,0.8125,0
855,0.625,0
856,0.4375,1
857,0.125,0
858,0.4375,1
859,0.75,0
86,0.5,0
860,0.1875,1
861,0.75,0
862,0.4375,1
863,0.5,0
864,0.4375,1
865,0.75,0
866,0.5,1
867,0.4375,1
868,0.4375,0
869,0.625,0
87,0.5,1
870,0.4375,0
871,0.5,1
872,0.125,1
873,0.4375,0
874,0.1875,0
875,0.5,1
876,0.75,1
877,0.75,1
878,0.4375,0
879,0.4375,1
88,0.125,0
880,0.625,1
881,0.4375,1
882,0.4375,1
883,0.25,0
884,0.6875,1
885,0.75,0
886,0.4375,1
887,0.5,1
888,0.75,0
889,0.75,0
89,0.5625,0
890,0.6875,0
891,0.4375,1
892,0.1875,0
893,0.125,1
894,0.25,1
895,0.4375,1
896,0.5,1
897,0.625,0
898,0.5625,0
899,0.6875,0
9,0.625,0
90,0.25,1
900,0.4375,0
901,0.6875,0
902,0.4375,1
903,0.75,1
904,0.75,1
905,0.8125,1
906,0.625,0
907,0.75,1
908,0.625,1
909,0.4375,0
91,0.4375,1
910,0.5625,0
911,0.75,0
912,0.5,0
913,0.75,1
914,0.6875,0
915,0.5,1
916,0.4375,0
917,0.625,0
918,0.5625,0
919,0.75,0
92,0.4375,1
920,0.75,0
921,0.5,0
922,0.75,1
923,0.75,1
924,0.4375,1
925,0.75,1
926,0.125,1
927,0.75,1
928,0.75,1
929,0.625,1
93,0.5,0
930,0.75,0
931,0.8125,1
932,0.75,0
933,0.8125,1
934,0.8125,1
935,0.625,0
936,0.75,1
937,0.4375,1
938,0.6875,0
939,0.125,1
94,0.125,1
940,0.125,1
941,0.125,1
942,0.75,0
943,0.75,0
944,0.5625,0
945,0.4375,1
946,0.75,0
947,0.125,1
948,0.5,0
949,0.6875,1
95,0.6875,0
950,0.625,1
951,0.5,1
952,0.125,1
953,0.6875,0
954,0.75,0
955,0.5,1
956,0.5,0
957,0.6875,0
958,0.125,1
959,0.125,1
96,0.4375,0
960,0.125,1
961,0.5,1
962,0.125,1
963,0.625,0
964,0.4375,0
965,0.625,0
966,0.4375,1
967,0.6875,1
968,0.4375,0
969,0.75,0
97,0.4375,1
970,0.1875,0
971,0.75,1
972,0.5,1
973,0.625,0
974,0.5625,0
975,0.75,1
976,0.625,1
977,0.1875,0
978,0.75,1
979,0.75,1
98,0.75,0
980,0.8125,1
981,0.125,0
982,0.5625,1
983,0.6875,0
984,0.6875,1
985,0.75,0
986,0.75,1
987,0.4375,1
988,0.75,0
989,0.6875,0
99,0.4375,1
990,0.5,0
991,0.75,1
992,0.75,1
993,0.125,1
994,0.625,0
995,0.5625,0
996,0.75,0
997,0.8125,1
998,0.75,0
999,0.75,1
