image_id,angle,speed
176,0.875,0
177,0.875,1
178,0.8125,1
179,0.875,1
180,0.8125,1
181,0.875,1
182,0.8125,0
183,0.875,0
184,0.875,1
185,0.25,1
186,0.875,1
187,0.8125,1
188,1.0,1
189,0.9375,1
190,0.8125,1
191,0.8125,1
192,0.25,1
193,0.875,1
194,0.875,0
195,0.875,1
196,0.8125,1
197,0.8125,1
198,0.875,1
199,0.8125,1
200,0.8125,1
201,0.875,1
202,0.875,1
203,1.0,1
204,0.8125,1
205,0.8125,1
206,0.8125,1
207,0.8125,0
208,0.8125,1
209,0.875,1
210,0.875,1
211,0.8125,1
212,1.0,1
213,0.8125,1
214,0.875,1
215,0.875,1
216,0.8125,1
217,0.875,1
218,0.9375,1
219,0.875,1
220,0.875,1
221,0.875,1
222,0.875,1
223,0.8125,1
224,0.875,1
225,0.875,1
226,0.875,0
227,0.8125,1
228,0.9375,1
229,0.875,1
230,0.875,0
231,0.875,1
232,0.875,1
233,0.875,1
234,0.875,1
235,0.9375,1
236,0.875,1
237,0.875,1
238,0.9375,1
239,0.9375,1
240,0.875,0
241,0.8125,1
242,0.9375,1
243,1.0,1
244,0.875,1
245,0.8125,1
246,0.875,1
247,0.875,1
248,0.8125,1
249,1.0,1
250,0.8125,1
251,0.8125,1
252,0.875,1
253,0.875,1
254,0.875,1
255,0.8125,1
256,0.8125,0
257,0.875,1
258,0.875,1
259,0.8125,1
260,0.875,1
261,0.875,1
262,0.875,0
263,0.8125,0
264,0.8125,1
265,0.8125,1
266,0.875,0
267,0.875,1
268,0.875,1
269,0.8125,1
270,0.875,1
271,0.8125,1
272,0.875,1
273,0.875,0
274,0.875,0
275,0.8125,1
276,0.875,1
277,0.9375,1
278,0.9375,1
279,0.8125,1
280,0.9375,1
281,0.875,1
282,0.875,1
283,0.8125,1
284,0.875,1
285,0.875,1
286,0.875,1
287,1.0,1
288,0.875,1
289,0.875,1
290,0.8125,0
291,0.875,1
292,0.8125,1
293,0.875,1
294,0.8125,1
295,0.8125,1
296,0.875,1
297,0.8125,1
298,0.5,1
299,0.875,1
300,0.9375,1
301,0.25,1
302,0.875,1
303,0.8125,1
304,0.875,1
305,0.9375,1
306,1.0,1
307,0.875,1
308,0.625,1
309,0.8125,1
310,0.625,1
311,0.875,1
312,0.875,1
313,0.875,1
314,0.875,1
315,0.875,0
316,0.8125,1
317,0.8125,1
318,0.875,1
319,0.9375,1
320,0.875,1
321,0.8125,1
322,0.875,1
323,0.875,1
324,0.875,1
325,0.875,0
326,0.9375,1
327,0.9375,1
328,0.9375,1
329,0.8125,1
330,0.9375,1
331,0.8125,1
332,0.875,1
333,0.875,1
334,0.875,1
335,0.5,1
336,0.875,1
337,0.875,1
338,0.8125,1
339,0.875,1
340,0.8125,1
341,0.9375,1
342,0.875,1
343,0.6875,1
344,0.8125,1
345,0.8125,1
346,0.875,1
347,0.875,1
348,0.8125,1
349,0.875,1
350,0.8125,1
351,0.25,1
352,0.25,1
353,1.0,1
354,0.875,1
355,0.8125,1
356,0.875,0
357,1.0,1
358,1.0,1
359,0.875,0
360,0.9375,1
361,0.8125,1
362,0.625,1
363,1.0,1
364,0.8125,1
365,0.25,1
366,0.8125,1
367,0.8125,1
368,0.875,1
369,0.8125,1
370,0.875,1
371,1.0,1
372,0.875,1
373,0.8125,1
374,0.9375,1
375,0.8125,1
376,0.9375,1
377,0.875,1
378,0.8125,1
379,0.8125,1
380,0.25,1
381,0.9375,1
382,0.875,0
383,0.875,1
384,0.9375,1
385,0.8125,1
386,0.25,1
387,1.0,1
388,0.9375,1
389,0.875,1
390,0.8125,1
391,0.875,1
392,0.9375,1
393,0.8125,1
394,0.875,1
395,0.9375,1
396,0.875,1
397,0.875,1
398,0.875,1
399,0.8125,1
400,0.8125,0
401,0.875,1
402,0.8125,1
403,0.8125,1
404,0.9375,1
405,0.8125,1
406,0.625,1
407,1.0,1
408,0.875,1
409,0.9375,1
410,0.875,1
411,0.8125,1
412,1.0,1
413,0.875,1
414,0.875,0
415,0.8125,1
416,0.9375,1
417,0.8125,1
418,0.875,1
419,0.875,1
420,0.9375,1
421,0.875,1
422,0.875,1
423,0.875,1
424,0.9375,1
425,0.8125,1
426,0.9375,1
427,0.9375,1
428,0.9375,1
429,0.8125,1
430,0.8125,1
431,0.8125,1
432,0.875,1
433,0.875,1
434,0.9375,0
435,0.9375,1
436,1.0,1
437,0.8125,1
438,0.8125,1
439,0.875,1
440,0.9375,1
441,0.625,1
442,0.9375,0
443,0.8125,1
444,0.875,1
445,0.875,1
446,0.875,0
447,0.875,1
448,0.875,1
449,0.875,0
450,1.0,1
451,0.875,1
452,0.8125,1
453,1.0,1
454,0.875,1
455,0.875,0
456,0.9375,1
457,1.0,1
458,1.0,1
459,0.875,1
460,0.8125,1
461,0.8125,1
462,0.875,1
463,0.875,1
464,0.875,1
465,0.875,1
466,0.875,1
467,0.8125,1
468,0.8125,1
469,0.9375,1
470,0.875,0
471,1.0,1
472,0.875,1
473,1.0,1
474,1.0,1
475,0.6875,1
476,0.8125,1
477,1.0,1
478,0.8125,1
479,0.8125,1
480,0.875,0
481,0.8125,1
482,0.8125,1
483,0.9375,1
484,0.8125,1
485,0.8125,1
486,0.8125,1
487,1.0,1
488,0.875,1
489,0.8125,1
490,0.5,1
491,0.8125,1
492,0.875,1
493,0.875,1
494,0.8125,1
495,1.0,1
496,0.875,1
497,0.8125,1
498,0.9375,1
499,0.875,1
500,0.8125,1
501,0.875,1
502,0.8125,1
503,0.875,1
504,0.875,1
505,0.875,1
506,0.875,1
507,0.875,1
508,0.875,1
509,0.875,1
510,0.875,1
511,0.9375,1
512,0.6875,1
513,0.8125,1
514,0.9375,1
515,0.875,1
516,1.0,1
517,0.875,1
518,0.9375,1
519,0.6875,1
520,0.9375,0
521,1.0,1
522,0.875,1
523,0.8125,1
524,1.0,1
525,0.625,1
526,1.0,1
527,1.0,1
528,0.8125,1
529,0.8125,1
530,0.8125,1
531,0.875,1
532,1.0,1
533,0.875,1
534,0.875,1
535,0.8125,1
536,0.875,1
537,0.875,1
538,0.8125,1
539,0.8125,1
540,0.8125,1
541,0.875,1
542,0.8125,1
543,0.875,1
544,0.875,1
545,0.875,1
546,0.8125,1
547,1.0,1
548,0.875,0
549,0.875,1
550,0.875,1
551,0.875,1
552,0.875,1
553,0.875,1
554,0.8125,1
555,0.9375,1
556,0.8125,1
557,1.0,1
558,0.8125,1
559,0.875,1
560,0.875,1
561,0.8125,1
562,0.8125,1
563,0.875,1
564,0.8125,1
565,1.0,1
566,0.6875,1
567,0.9375,1
568,0.8125,1
569,0.8125,1
570,0.875,0
571,0.875,1
572,0.8125,1
573,0.875,1
574,0.875,1
575,0.875,1
576,0.875,1
577,0.8125,1
578,0.8125,1
579,0.8125,1
580,1.0,1
581,0.875,1
582,0.8125,1
583,0.8125,1
584,0.9375,1
585,0.875,1
586,0.8125,1
587,0.8125,1
588,0.8125,1
589,0.8125,1
590,0.875,1
591,0.875,1
592,0.9375,1
593,0.8125,1
594,0.875,1
595,0.8125,1
596,1.0,1
597,0.5,1
598,0.875,1
599,0.875,1
600,0.8125,1
601,0.8125,1
602,1.0,1
603,0.8125,1
604,0.875,1
605,0.875,1
606,0.5,1
607,0.875,1
608,0.8125,1
609,0.8125,1
610,0.875,1
611,0.25,1
612,1.0,1
613,0.8125,1
614,1.0,1
615,0.8125,1
616,0.9375,1
617,0.8125,1
618,0.8125,1
619,0.875,1
620,0.9375,1
621,0.875,1
622,0.875,1
623,0.875,1
624,0.875,1
625,0.8125,1
626,0.9375,1
627,0.875,1
628,0.9375,1
629,0.875,1
630,1.0,1
631,0.8125,1
632,0.8125,1
633,0.9375,1
634,0.875,1
635,0.875,1
636,0.8125,1
637,0.875,1
638,0.8125,1
639,0.8125,1
640,0.9375,1
641,0.9375,1
642,0.5,1
643,0.875,1
644,0.9375,1
645,1.0,1
646,1.0,1
647,1.0,1
648,0.875,1
649,0.875,1
650,0.875,1
651,0.8125,1
652,0.625,1
653,0.9375,1
654,0.875,1
655,0.8125,1
656,0.8125,1
657,0.9375,1
658,0.9375,1
659,0.9375,1
660,0.8125,1
661,0.8125,1
662,0.25,1
663,1.0,1
664,0.875,1
665,0.8125,1
666,0.875,0
667,1.0,1
668,0.8125,1
669,0.8125,1
670,0.875,1
671,0.875,1
672,0.875,1
673,0.875,1
674,0.8125,1
675,0.8125,1
676,0.875,0
677,1.0,1
678,0.8125,1
679,0.8125,1
680,0.875,1
681,0.8125,1
682,0.8125,1
683,0.875,1
684,0.875,1
685,0.875,1
686,0.875,1
687,0.875,1
688,0.8125,1
689,0.875,1
690,0.9375,1
691,0.8125,1
692,0.875,1
693,0.875,0
694,0.8125,1
695,0.8125,1
696,0.8125,1
697,0.875,1
698,0.9375,1
699,0.875,1
700,0.8125,1
701,0.9375,1
702,0.875,1
703,0.9375,1
704,0.8125,1
705,0.875,1
706,1.0,1
707,0.9375,1
708,0.875,1
709,0.875,1
710,0.875,1
711,0.875,1
712,0.8125,1
713,0.875,1
714,0.8125,1
715,0.8125,1
716,0.875,0
717,0.8125,1
718,0.875,1
719,0.8125,1
720,1.0,1
721,0.8125,1
722,0.9375,0
723,0.8125,1
724,0.8125,1
725,0.5,1
726,0.8125,1
727,0.9375,1
728,0.875,1
729,0.875,1
730,0.9375,1
731,0.8125,1
732,0.8125,1
733,0.8125,1
734,0.8125,1
735,0.875,1
736,0.875,1
737,0.8125,1
738,0.8125,0
739,0.875,0
740,0.875,0
741,0.875,1
742,0.875,1
743,0.8125,1
744,0.8125,1
745,0.8125,1
746,0.875,1
747,0.8125,1
748,0.875,1
749,0.875,1
750,0.875,1
751,0.875,1
752,0.625,1
753,0.8125,1
754,0.8125,1
755,1.0,1
756,0.875,1
757,0.875,1
758,0.8125,1
759,0.875,1
760,0.8125,1
761,0.875,0
762,0.6875,1
763,0.8125,1
764,0.8125,1
765,0.8125,1
766,0.9375,1
767,0.9375,1
768,0.875,1
769,0.8125,1
770,0.875,1
771,0.8125,1
772,0.8125,1
773,0.875,1
774,0.8125,1
775,0.875,1
776,0.875,1
777,0.8125,1
778,0.9375,1
779,0.8125,1
780,0.875,1
781,1.0,1
782,0.8125,1
783,0.875,1
784,0.8125,1
785,0.875,1
786,0.875,1
787,0.875,1
788,0.8125,1
789,0.8125,1
790,0.8125,1
791,0.8125,1
792,0.8125,1
793,0.9375,1
794,0.875,1
795,0.8125,1
796,0.875,0
797,0.8125,1
798,0.8125,1
799,0.8125,1
800,0.8125,1
801,0.8125,1
802,0.875,1
803,0.8125,1
804,0.8125,1
805,0.8125,1
806,0.8125,1
807,0.8125,1
808,0.875,1
809,0.9375,1
810,0.9375,0
811,0.5,1
812,0.9375,1
813,0.8125,1
814,0.875,1
815,0.8125,1
816,0.8125,1
817,0.875,1
818,0.8125,1
819,0.875,0
820,0.8125,1
821,0.8125,1
822,0.875,1
823,0.875,1
824,0.8125,1
825,0.9375,1
826,0.875,1
827,0.875,1
828,0.875,1
829,0.625,1
830,0.875,1
831,0.8125,1
832,0.625,1
833,0.875,1
834,1.0,1
835,0.8125,1
836,0.875,1
837,0.875,1
838,1.0,1
839,0.8125,0
840,0.8125,1
841,0.8125,1
842,0.875,1
843,0.875,1
844,0.8125,1
845,0.9375,1
846,0.875,1
847,0.875,1
848,0.5,1
849,0.875,1
850,0.875,0
851,0.875,1
852,0.875,1
853,0.6875,1
854,0.625,1
855,0.8125,1
856,0.875,1
857,0.9375,1
858,0.8125,1
859,0.9375,1
860,0.8125,1
861,0.875,1
862,1.0,1
863,0.875,1
864,0.875,1
865,0.5,1
866,0.875,1
867,0.8125,1
868,0.875,1
869,0.9375,1
870,0.8125,1
871,0.8125,1
872,1.0,1
873,0.8125,1
874,0.875,1
875,1.0,1
876,0.875,1
877,0.5,1
878,0.8125,1
879,0.875,1
880,0.875,1
881,0.875,1
882,0.875,1
883,0.875,1
884,0.875,1
885,0.875,1
886,0.8125,1
887,0.875,0
888,0.875,1
889,0.8125,1
890,1.0,1
891,0.875,1
892,0.875,1
893,0.9375,1
894,0.875,1
895,0.8125,1
896,0.8125,1
897,0.875,1
898,0.9375,1
899,1.0,1
900,0.875,1
901,0.8125,1
902,0.8125,1
903,0.875,1
904,0.875,1
905,0.9375,1
906,0.8125,1
907,0.5,1
908,0.875,1
909,0.8125,1
910,0.8125,1
911,0.875,1
912,0.625,1
913,0.875,1
914,0.8125,1
915,0.875,1
916,0.875,1
917,0.875,1
918,0.875,1
919,0.8125,1
920,0.8125,1
921,0.875,1
922,0.25,1
923,0.875,1
924,0.875,0
925,0.875,1
926,1.0,1
927,0.8125,0
928,0.875,1
929,0.875,1
930,0.875,1
931,0.875,0
932,0.8125,1
933,0.875,1
934,0.8125,1
935,0.8125,1
936,0.625,1
937,0.875,1
938,0.8125,1
939,0.8125,1
940,0.8125,1
941,0.875,1
942,0.9375,1
943,0.5,1
944,0.875,1
945,0.875,1
946,0.9375,1
947,0.875,1
948,0.875,1
949,0.875,1
950,0.8125,1
951,0.875,1
952,0.875,1
953,0.875,1
954,0.9375,1
955,0.8125,1
956,0.875,0
957,0.875,1
958,0.875,1
959,0.8125,1
960,0.9375,1
961,0.5,1
962,0.8125,1
963,0.875,1
964,0.8125,1
965,0.875,1
966,0.8125,1
967,0.8125,1
968,0.875,1
969,0.875,0
970,0.8125,1
971,0.875,1
972,0.8125,1
973,0.5,1
974,0.875,1
975,0.875,1
976,0.8125,1
977,0.8125,1
978,0.8125,1
979,0.875,1
980,0.875,1
981,0.875,1
982,1.0,1
983,0.875,1
984,0.875,1
985,0.875,1
986,0.875,1
987,0.875,1
988,0.8125,1
989,0.875,1
990,0.875,1
991,0.9375,1
992,0.8125,1
993,0.875,1
994,0.8125,1
995,0.8125,1
996,0.875,1
997,0.875,1
998,0.8125,1
999,0.8125,1
1000,0.8125,1
1001,0.8125,1
1002,1.0,1
1003,0.8125,1
1004,0.8125,1
1005,0.875,1
1006,0.875,1
1007,0.8125,1
1008,0.875,1
1009,1.0,1
1010,1.0,1
1011,0.875,0
1012,0.8125,1
1013,0.875,1
1014,0.875,1
1015,0.875,1
1016,0.9375,1
1017,0.8125,1
1018,0.875,1
1019,1.0,1
1020,0.8125,1
